"ID","MonthlyIncome"
871,5969.49837337394
872,2148.79726227088
873,14342.9992268394
874,2148.79726227088
875,2261.42782092616
876,6645.2817253056
877,6025.81365270158
878,1979.85142428797
879,2430.37365890908
880,14624.5756234776
881,10860.1897917021
882,2261.42782092616
883,5913.18309404631
884,5856.86781471867
885,6138.44421135686
886,5800.55253539103
887,6194.7594906845
888,5969.49837337394
889,6138.44421135686
890,2205.11254159852
891,6082.12893202922
892,9790.199484477
893,9790.199484477
894,5913.18309404631
895,10916.5050710298
896,9959.14532245992
897,9902.83004313228
898,14174.0533888564
899,6138.44421135686
900,2205.11254159852
901,2205.11254159852
902,6194.7594906845
903,6588.96644597797
904,2317.7431002538
905,14455.6297854946
906,5800.55253539103
907,10465.9828364087
908,6025.81365270158
909,1979.85142428797
910,1923.53614496033
911,18107.3850586148
912,2261.42782092616
913,2261.42782092616
914,10071.7758811152
915,6025.81365270158
916,5856.86781471867
917,2036.16670361561
918,5856.86781471867
919,1923.53614496033
920,2543.00421756435
921,2092.48198294325
922,1923.53614496033
923,6082.12893202922
924,6138.44421135686
925,15018.782578771
926,2430.37365890908
927,6138.44421135686
928,10409.667557081
929,1923.53614496033
930,2317.7431002538
931,6420.02060799505
932,9846.51476380464
933,9846.51476380464
934,2036.16670361561
935,1923.53614496033
936,2092.48198294325
937,10240.7217190981
938,10297.0369984257
939,6588.96644597797
940,1923.53614496033
941,2711.95005554727
942,9902.83004313228
943,10860.1897917021
944,5800.55253539103
945,1867.22086563269
946,5913.18309404631
947,1923.53614496033
948,2036.16670361561
949,2317.7431002538
950,6025.81365270158
951,2430.37365890908
952,6025.81365270158
953,6025.81365270158
954,2205.11254159852
955,6082.12893202922
956,9790.199484477
957,11367.0273056509
958,2430.37365890908
959,10465.9828364087
960,18952.1142485294
961,2205.11254159852
962,6082.12893202922
963,6307.39004933977
964,6251.07477001214
965,1979.85142428797
966,18332.6461759253
967,2148.79726227088
968,9846.51476380464
969,14793.5214614605
970,2148.79726227088
971,5969.49837337394
972,6138.44421135686
973,2148.79726227088
974,1923.53614496033
975,5856.86781471867
976,2092.48198294325
977,6645.2817253056
978,2205.11254159852
979,10240.7217190981
980,17994.7544999595
981,2205.11254159852
982,10128.0911604428
983,2205.11254159852
984,2148.79726227088
985,6025.81365270158
986,2317.7431002538
987,1923.53614496033
988,5969.49837337394
989,10465.9828364087
990,2036.16670361561
991,6307.39004933977
992,2148.79726227088
993,6251.07477001214
994,5856.86781471867
995,5913.18309404631
996,6476.33588732269
997,2036.16670361561
998,14624.5756234776
999,9959.14532245992
1000,1923.53614496033
1001,6476.33588732269
1002,5856.86781471867
1003,6138.44421135686
1004,6701.59700463324
1005,2430.37365890908
1006,6082.12893202922
1007,1979.85142428797
1008,6138.44421135686
1009,18163.7003379424
1010,6307.39004933977
1011,10240.7217190981
1012,6251.07477001214
1013,6307.39004933977
1014,6194.7594906845
1015,6082.12893202922
1016,2317.7431002538
1017,2430.37365890908
1018,9846.51476380464
1019,9959.14532245992
1020,1867.22086563269
1021,6082.12893202922
1022,5969.49837337394
1023,5969.49837337394
1024,10691.2439537192
1025,14174.0533888564
1026,17882.1239413042
1027,6082.12893202922
1028,5856.86781471867
1029,5800.55253539103
1030,10634.9286743916
1031,5800.55253539103
1032,2430.37365890908
1033,9790.199484477
1034,1923.53614496033
1035,6194.7594906845
1036,1923.53614496033
1037,5913.18309404631
1038,10184.4064397705
1039,9790.199484477
1040,6194.7594906845
1041,2205.11254159852
1042,2205.11254159852
1043,9846.51476380464
1044,6588.96644597797
1045,2148.79726227088
1046,1923.53614496033
1047,5969.49837337394
1048,9959.14532245992
1049,2317.7431002538
1050,5969.49837337394
1051,11198.081467668
1052,2317.7431002538
1053,6025.81365270158
1054,2205.11254159852
1055,2205.11254159852
1056,2205.11254159852
1057,5913.18309404631
1058,14230.3686681841
1059,6645.2817253056
1060,2205.11254159852
1061,6307.39004933977
1062,6082.12893202922
1063,6420.02060799505
1064,2036.16670361561
1065,6251.07477001214
1066,2148.79726227088
1067,2993.52645218546
1068,18557.9072932359
1069,5856.86781471867
1070,2092.48198294325
1071,2148.79726227088
1072,6307.39004933977
1073,1979.85142428797
1074,6138.44421135686
1075,5913.18309404631
1076,14568.2603441499
1077,18163.7003379424
1078,6138.44421135686
1079,6138.44421135686
1080,6645.2817253056
1081,2317.7431002538
1082,2092.48198294325
1083,1923.53614496033
1084,6420.02060799505
1085,9846.51476380464
1086,10409.667557081
1087,5913.18309404631
1088,2205.11254159852
1089,2205.11254159852
1090,5913.18309404631
1091,5969.49837337394
1092,6420.02060799505
1093,9846.51476380464
1094,5969.49837337394
1095,5913.18309404631
1096,6025.81365270158
1097,2824.58061420254
1098,2205.11254159852
1099,2317.7431002538
1100,6138.44421135686
1101,17882.1239413042
1102,6025.81365270158
1103,6307.39004933977
1104,11254.3967469956
1105,2317.7431002538
1106,2317.7431002538
1107,2374.05837958144
1108,6138.44421135686
1109,5969.49837337394
1110,5913.18309404631
1111,6420.02060799505
1112,10071.7758811152
1113,10128.0911604428
1114,6588.96644597797
1115,10691.2439537192
1116,2317.7431002538
1117,6588.96644597797
1118,6138.44421135686
1119,10634.9286743916
1120,2317.7431002538
1121,10409.667557081
1122,14511.9450648223
1123,6138.44421135686
1124,14230.3686681841
1125,1979.85142428797
1126,1923.53614496033
1127,2205.11254159852
1128,6082.12893202922
1129,14230.3686681841
1130,2092.48198294325
1131,9790.199484477
1132,14174.0533888564
1133,6138.44421135686
1134,2092.48198294325
1135,2430.37365890908
1136,2205.11254159852
1137,2824.58061420254
1138,6138.44421135686
1139,10240.7217190981
1140,13779.846433563
1141,6138.44421135686
1142,6138.44421135686
1143,10803.8745123745
1144,5800.55253539103
1145,6363.70532866741
1146,6025.81365270158
1147,5913.18309404631
1148,2092.48198294325
1149,2036.16670361561
1150,6194.7594906845
1151,2092.48198294325
1152,6025.81365270158
1153,6701.59700463324
1154,1923.53614496033
1155,6476.33588732269
1156,14174.0533888564
1157,2148.79726227088
1158,6420.02060799505
1159,2092.48198294325
1160,5969.49837337394
1161,2205.11254159852
1162,9846.51476380464
1163,2486.68893823671
1164,9959.14532245992
1165,2317.7431002538
1166,1979.85142428797
1167,10071.7758811152
1168,5913.18309404631
1169,2205.11254159852
1170,2317.7431002538
